Age,Gender,Weight,Height,BMI,Goal,Calories Burned,Workout Time (min),Workout Recommendation
37,Male,57.4,184.0,17.0,Gain Weight,19.08,128,Bent-Over Rows
16,Male,46.1,153.4,19.6,Maintain Weight,14.41,96,Core Workouts
47,Female,73.0,165.7,26.6,Lose Weight,11.05,85,Speed Skaters
49,Female,97.7,164.5,36.1,Lose Weight,15.92,125,Box Jumps
50,Female,93.0,174.9,30.4,Lose Weight,20.16,169,Rowing
43,Other,72.5,173.1,24.2,Build Muscles,17.04,145,Weighted Pull-ups
20,Other,71.9,150.5,31.8,Lose Weight,3.42,9,Swimming
59,Female,62.2,160.6,24.1,Maintain Weight,8.58,64,Core Workouts
19,Female,97.0,159.8,38.0,Lose Weight,16.29,129,Jump Rope
26,Male,66.1,187.9,18.7,Build Muscles,24.05,163,Chest Dips
55,Female,58.4,167.5,20.8,Build Muscles,16.44,144,Dumbbell Snatches
25,Other,60.6,159.9,23.7,Maintain Weight,4.32,22,Balance Exercises
53,Male,95.6,177.1,30.5,Lose Weight,6.41,23,Swimming
27,Other,66.8,153.0,28.5,Lose Weight,24.54,222,Running
52,Male,89.1,166.6,32.1,Lose Weight,6.72,27,Swimming
35,Female,79.7,153.3,33.9,Lose Weight,23.29,205,High-Knees
48,Other,69.5,162.3,26.4,Lose Weight,11.03,86,Box Jumps
38,Male,59.7,173.6,19.8,Build Muscles,25.42,175,Kettlebell Swings
20,Male,63.8,188.1,18.0,Gain Weight,17.3,113,Dips
53,Female,76.1,170.2,26.3,Lose Weight,22.56,199,High-Knees
35,Female,72.5,170.0,25.1,Lose Weight,25.14,226,Cycling
17,Other,95.5,147.2,44.1,Lose Weight,20.24,169,Running
20,Male,106.1,163.3,39.8,Lose Weight,30.25,199,Cycling
58,Male,103.0,161.0,39.7,Lose Weight,28.67,188,Stair Climbing
58,Other,48.8,173.7,16.2,Gain Weight,2.91,12,Dips
60,Other,114.4,170.1,39.5,Lose Weight,16.1,121,HIIT
44,Male,62.3,161.3,23.9,Maintain Weight,13.11,82,Yoga
58,Other,58.5,174.0,19.3,Build Muscles,14.75,127,Kettlebell Swings
47,Male,68.2,165.9,24.8,Maintain Weight,10.92,64,Stretching
54,Male,66.3,186.8,19.0,Build Muscles,18.59,122,Leg Press
28,Male,45.3,172.0,15.3,Gain Weight,30.25,215,Hammer Curls
31,Other,71.8,164.3,26.6,Lose Weight,9.21,67,Box Jumps
52,Male,57.4,168.0,20.3,Maintain Weight,6.28,32,Stretching
34,Male,97.1,171.1,33.2,Lose Weight,33.8,228,Box Jumps
50,Female,86.0,171.2,29.3,Lose Weight,23.01,200,Running
45,Female,69.5,165.2,25.5,Lose Weight,24.73,223,Running
60,Other,94.5,168.4,33.3,Lose Weight,10.71,74,Box Jumps
47,Male,99.7,179.8,30.8,Lose Weight,29.62,196,Speed Skaters
55,Male,86.3,176.0,27.9,Lose Weight,29.82,201,Stair Climbing
46,Other,52.6,165.7,19.1,Maintain Weight,2.54,7,Planks
49,Other,119.6,157.4,48.3,Lose Weight,13.58,94,Jumping Jacks
26,Female,75.2,171.0,25.7,Lose Weight,25.93,233,Stair Climbing
40,Other,56.4,166.1,20.4,Build Muscles,23.57,216,Dumbbell Snatches
60,Male,79.3,179.1,24.7,Build Muscles,23.17,153,Power Cleans
21,Other,71.6,156.2,29.4,Lose Weight,2.61,1,Running
26,Other,63.0,153.6,26.7,Lose Weight,22.01,198,Swimming
29,Other,57.5,173.9,19.0,Build Muscles,25.31,233,Chest Dips
48,Male,71.1,175.1,23.2,Build Muscles,31.69,219,Push Press
55,Female,47.1,161.5,18.1,Gain Weight,14.15,125,Squats
27,Female,78.1,158.8,31.0,Lose Weight,8.93,62,Skipping
19,Male,60.2,164.3,22.3,Build Muscles,30.64,214,Lunges
29,Other,66.8,158.8,26.5,Lose Weight,9.54,72,Jump Rope
54,Male,58.1,164.2,21.6,Maintain Weight,11.5,71,Core Workouts
51,Other,93.4,163.2,35.1,Lose Weight,7.87,46,High-Knees
52,Other,62.3,171.4,21.2,Build Muscles,24.48,223,Power Cleans
37,Other,58.9,159.5,23.2,Build Muscles,18.26,162,Push Press
22,Male,57.4,169.8,19.9,Build Muscles,21.74,148,Barbell Rows
60,Male,65.4,179.9,20.2,Maintain Weight,6.95,35,Elliptical
27,Male,96.5,188.5,27.2,Lose Weight,6.05,20,Skipping
23,Female,107.5,151.7,46.7,Lose Weight,17.16,134,High-Knees
50,Male,107.4,181.8,32.5,Lose Weight,15.89,91,Speed Skaters
44,Male,60.5,184.7,17.7,Gain Weight,26.79,185,Bench Press
50,Female,85.9,150.9,37.7,Lose Weight,20.31,173,Speed Skaters
52,Other,64.2,168.2,22.7,Build Muscles,25.05,228,Leg Press
42,Female,57.5,172.5,19.3,Build Muscles,18.31,163,Barbell Rows
45,Other,63.7,158.4,25.4,Lose Weight,12.53,103,Box Jumps
30,Other,86.0,173.9,28.4,Lose Weight,26.01,230,Running
36,Male,58.6,171.3,20.0,Maintain Weight,16.72,110,Low-Impact Aerobics
50,Female,118.9,165.3,43.5,Lose Weight,15.46,113,Running
46,Female,95.1,173.8,31.5,Lose Weight,3.43,1,Box Jumps
34,Female,60.6,162.1,23.1,Build Muscles,16.22,141,Shoulder Press
55,Female,63.9,164.2,23.7,Maintain Weight,14.04,118,Walking
30,Male,64.1,172.4,21.6,Maintain Weight,2.78,4,Bodyweight Exercises
35,Male,75.0,174.6,24.6,Build Muscles,32.23,222,Lunges
38,Other,66.0,162.8,24.9,Lose Weight,22.71,204,Burpees
29,Other,67.2,160.5,26.1,Lose Weight,17.75,154,Mountain Climbers
15,Female,78.6,155.4,32.6,Lose Weight,26.15,234,HIIT
51,Female,59.1,156.6,24.1,Build Muscles,25.27,232,Barbell Rows
50,Other,71.8,165.7,26.1,Lose Weight,10.61,81,HIIT
24,Female,67.6,171.2,23.1,Maintain Weight,13.87,115,Core Workouts
46,Other,70.1,155.3,29.1,Lose Weight,12.86,104,Rowing
27,Male,48.4,170.6,16.6,Gain Weight,5.16,26,Lateral Raises
49,Other,54.8,168.9,19.2,Build Muscles,24.52,226,Dumbbell Snatches
51,Male,64.4,166.5,23.2,Maintain Weight,4.52,17,Swimming
47,Female,110.1,166.7,39.6,Lose Weight,16.35,125,Jumping Jacks
53,Other,119.5,153.4,50.8,Lose Weight,10.38,62,Stair Climbing
53,Other,72.9,169.4,25.4,Lose Weight,9.05,65,Stair Climbing
37,Other,60.2,165.9,21.9,Maintain Weight,5.01,29,Hiking
59,Female,48.4,170.4,16.7,Gain Weight,18.79,171,Squats
47,Other,58.7,151.1,25.7,Lose Weight,18.55,165,Jump Rope
60,Male,110.7,188.5,31.2,Lose Weight,28.41,184,Sprints
35,Other,117.3,162.8,44.3,Lose Weight,6.11,20,HIIT
58,Male,71.4,179.8,22.1,Maintain Weight,17.3,111,Elliptical
19,Female,73.2,173.0,24.4,Maintain Weight,5.76,32,Yoga
16,Female,72.7,155.9,29.9,Lose Weight,2.85,3,Jump Rope
58,Other,63.9,152.8,27.4,Lose Weight,23.94,217,Cycling
23,Female,67.0,169.6,23.3,Maintain Weight,2.34,0,Stretching
35,Male,57.9,174.5,19.0,Build Muscles,26.96,187,Chin-ups
34,Male,68.9,182.5,20.7,Maintain Weight,17.75,115,Rowing
52,Other,110.6,163.2,41.5,Lose Weight,10.47,66,Box Jumps
15,Male,66.6,169.7,23.1,Maintain Weight,16.33,105,Low-Impact Aerobics
31,Male,57.4,180.5,17.6,Gain Weight,6.68,35,Deadlifts
56,Male,77.9,172.7,26.1,Lose Weight,27.79,188,Jumping Jacks
37,Other,51.3,158.3,20.5,Maintain Weight,12.2,104,Elliptical
40,Other,84.8,158.7,33.7,Lose Weight,3.17,2,High-Knees
18,Female,62.2,150.4,27.5,Lose Weight,19.28,171,Cycling
44,Female,115.4,168.9,40.4,Lose Weight,9.74,57,Mountain Climbers
22,Other,57.5,166.8,20.7,Maintain Weight,3.61,16,Cycling
48,Female,61.8,155.3,25.6,Lose Weight,23.46,213,Skipping
39,Female,60.2,160.1,23.5,Maintain Weight,3.31,12,Hiking
54,Male,97.2,184.6,28.5,Lose Weight,4.47,8,Mountain Climbers
37,Male,68.0,186.0,19.7,Maintain Weight,7.05,35,Hiking
55,Male,119.2,186.8,34.2,Lose Weight,21.91,133,Jump Rope
58,Female,61.0,157.8,24.5,Build Muscles,22.43,203,Squats
39,Female,72.8,169.2,25.4,Lose Weight,13.55,110,Mountain Climbers
26,Female,54.8,160.8,21.2,Maintain Weight,8.12,62,Walking
25,Female,88.0,154.7,36.8,Lose Weight,16.68,136,Skipping
43,Other,50.5,156.5,20.6,Maintain Weight,12.67,109,Bodyweight Exercises
55,Other,71.8,171.6,24.4,Build Muscles,17.41,149,Kettlebell Swings
47,Male,82.6,167.5,29.5,Lose Weight,4.76,14,Rowing
56,Female,69.9,155.2,29.0,Lose Weight,15.35,129,Mountain Climbers
29,Other,117.2,162.1,44.6,Lose Weight,11.7,76,HIIT
23,Male,60.7,184.9,17.7,Gain Weight,24.26,166,Push-ups
16,Male,72.9,153.0,31.1,Lose Weight,3.35,6,Burpees
38,Female,86.6,171.8,29.3,Lose Weight,22.93,199,HIIT
34,Female,110.5,173.2,36.9,Lose Weight,20.47,166,Speed Skaters
41,Female,103.5,163.6,38.7,Lose Weight,25.42,218,Box Jumps
25,Other,73.7,156.4,30.1,Lose Weight,22.48,199,Jumping Jacks
28,Female,68.9,164.7,25.4,Lose Weight,11.81,94,Jump Rope
26,Other,67.4,163.3,25.3,Lose Weight,16.06,137,HIIT
57,Female,95.3,168.6,33.5,Lose Weight,19.13,158,Box Jumps
26,Female,66.6,165.7,24.2,Build Muscles,24.63,223,Squats
42,Female,73.2,160.3,28.5,Lose Weight,4.46,19,Rowing
43,Male,105.8,183.5,31.4,Lose Weight,11.3,57,Rowing
49,Female,62.3,160.8,24.1,Maintain Weight,7.08,49,Planks
22,Male,101.3,170.5,34.8,Lose Weight,6.34,21,Burpees
15,Male,99.3,151.1,43.5,Lose Weight,20.28,126,Jumping Jacks
26,Female,51.6,150.9,22.7,Maintain Weight,5.31,35,Balance Exercises
18,Male,69.0,189.9,19.1,Build Muscles,21.08,140,Shoulder Press
34,Female,73.2,153.5,31.1,Lose Weight,3.66,11,Swimming
15,Female,59.3,162.6,22.4,Maintain Weight,11.48,94,Yoga
58,Female,88.2,170.0,30.5,Lose Weight,6.49,34,High-Knees
16,Male,111.4,164.9,40.9,Lose Weight,9.37,41,Running
24,Female,110.7,151.1,48.5,Lose Weight,19.77,159,Running
53,Male,83.6,177.6,26.5,Lose Weight,12.79,74,Mountain Climbers
30,Male,82.0,184.4,24.1,Build Muscles,25.0,166,Barbell Rows
57,Female,113.1,155.6,46.8,Lose Weight,4.26,3,HIIT
16,Other,66.5,155.8,27.4,Lose Weight,5.53,32,Stair Climbing
25,Female,64.0,152.6,27.5,Lose Weight,22.84,206,Stair Climbing
30,Other,46.5,154.4,19.5,Maintain Weight,11.73,101,Hiking
28,Other,58.3,153.2,24.9,Build Muscles,18.24,162,Barbell Rows
21,Other,63.3,164.1,23.5,Build Muscles,15.01,128,Chest Dips
49,Female,61.7,157.7,24.8,Build Muscles,19.76,176,Weighted Pull-ups
59,Male,73.8,185.1,21.5,Build Muscles,23.92,160,Bench Press
57,Male,114.5,186.8,32.8,Lose Weight,11.34,55,HIIT
34,Female,90.0,171.7,30.6,Lose Weight,3.15,0,HIIT
29,Female,51.0,150.5,22.5,Maintain Weight,9.08,73,Pilates
34,Male,73.4,172.3,24.7,Build Muscles,22.17,147,Deadlifts
24,Female,64.1,151.8,27.8,Lose Weight,2.74,5,Running
56,Female,65.8,160.0,25.7,Lose Weight,3.1,8,Rowing
24,Other,65.4,153.9,27.6,Lose Weight,2.89,6,Sprints
19,Male,77.6,174.3,25.6,Lose Weight,32.85,226,Running
24,Male,45.1,175.0,14.7,Gain Weight,20.65,143,Bench Press
58,Female,65.7,171.1,22.4,Maintain Weight,3.4,11,Rowing
43,Male,64.8,163.0,24.4,Build Muscles,30.4,211,Cable Machine Exercises
55,Other,99.7,165.7,36.3,Lose Weight,10.39,69,HIIT
54,Female,69.2,155.5,28.6,Lose Weight,15.22,128,High-Knees
23,Male,54.2,177.8,17.1,Gain Weight,3.5,12,Lateral Raises
27,Female,45.2,173.7,15.0,Gain Weight,20.68,191,Pull-ups
41,Other,75.2,155.4,31.1,Lose Weight,6.53,39,Skipping
24,Male,66.4,173.2,22.1,Maintain Weight,14.86,94,Yoga
49,Female,56.1,169.5,19.5,Build Muscles,20.16,182,Barbell Rows
23,Male,60.5,185.6,17.5,Gain Weight,21.85,148,Deadlifts
46,Male,63.9,167.1,22.9,Maintain Weight,4.24,15,Bodyweight Exercises
58,Male,94.5,181.6,28.7,Lose Weight,7.71,33,Cycling
39,Other,65.7,174.9,21.5,Maintain Weight,4.7,24,Planks
19,Female,62.2,153.6,26.3,Lose Weight,8.98,68,Running
56,Female,80.6,155.3,33.4,Lose Weight,6.72,39,Sprints
30,Female,46.2,172.4,15.5,Gain Weight,20.72,191,Deadlifts
54,Female,54.9,169.9,19.0,Build Muscles,21.12,192,Kettlebell Swings
49,Female,72.0,174.7,23.6,Build Muscles,21.12,186,Squats
39,Female,86.3,156.6,35.2,Lose Weight,17.32,143,Running
57,Male,45.4,169.2,15.9,Gain Weight,21.46,149,Tricep Extensions
27,Female,91.1,174.7,29.8,Lose Weight,13.39,102,Swimming
51,Other,65.6,151.7,28.5,Lose Weight,2.49,2,Swimming
31,Male,65.5,178.4,20.6,Maintain Weight,8.03,43,Stretching
59,Other,65.7,156.7,26.8,Lose Weight,8.7,64,Mountain Climbers
36,Female,61.1,163.9,22.7,Build Muscles,19.34,172,Chest Dips
32,Female,68.6,162.1,26.1,Lose Weight,10.9,85,HIIT
51,Female,67.5,161.3,25.9,Lose Weight,26.16,238,Swimming
41,Male,49.7,182.0,15.0,Gain Weight,3.87,16,Dumbbell Rows
44,Other,105.8,151.8,45.9,Lose Weight,14.1,104,Speed Skaters
27,Male,99.4,185.1,29.0,Lose Weight,25.21,163,Swimming
60,Other,105.8,165.7,38.6,Lose Weight,10.2,65,Box Jumps
28,Male,51.5,186.0,14.9,Gain Weight,5.94,31,Bent-Over Rows
58,Other,75.1,167.1,26.9,Lose Weight,6.53,39,Skipping
19,Female,97.0,165.6,35.4,Lose Weight,19.59,162,Box Jumps
23,Male,75.3,162.1,28.7,Lose Weight,27.97,190,High-Knees
20,Other,71.2,169.1,24.9,Lose Weight,3.19,7,Speed Skaters
45,Female,94.0,173.2,31.3,Lose Weight,23.89,206,Speed Skaters
39,Female,70.0,162.6,26.5,Lose Weight,21.45,190,Jump Rope
27,Other,62.1,173.3,20.7,Maintain Weight,10.17,80,Walking
35,Female,66.8,170.5,23.0,Maintain Weight,12.54,102,Pilates
41,Male,57.2,168.4,20.2,Maintain Weight,9.87,59,Walking
35,Female,56.1,155.5,23.2,Maintain Weight,1.96,0,Bodyweight Exercises
27,Female,57.5,159.5,22.6,Build Muscles,20.51,185,Shoulder Press
15,Female,60.1,151.3,26.2,Lose Weight,6.4,43,Cycling
22,Other,65.7,169.4,22.9,Maintain Weight,9.9,76,Swimming
23,Female,69.8,169.6,24.3,Build Muscles,22.94,205,Lunges
19,Male,59.8,179.5,18.5,Maintain Weight,11.96,74,Hiking
20,Male,47.6,183.0,14.2,Gain Weight,12.33,80,Shrugs
51,Female,71.5,167.1,25.6,Lose Weight,4.5,20,Rowing
27,Female,57.0,173.0,19.0,Maintain Weight,11.49,95,Low-Impact Aerobics
32,Female,66.7,154.7,27.9,Lose Weight,21.13,188,Stair Climbing
28,Male,58.1,182.6,17.4,Gain Weight,13.23,84,Overhead Press
16,Other,66.4,159.4,26.1,Lose Weight,19.52,172,Rowing
52,Other,60.2,172.4,20.3,Maintain Weight,3.71,16,Rowing
19,Female,72.3,152.0,31.3,Lose Weight,14.53,120,Skipping
52,Other,71.7,174.2,23.6,Maintain Weight,2.81,3,Yoga
55,Other,75.2,168.1,26.6,Lose Weight,16.93,143,Skipping
36,Male,66.2,164.6,24.4,Maintain Weight,10.72,63,Low-Impact Aerobics
20,Male,59.2,166.7,21.3,Build Muscles,27.41,190,Bench Press
29,Other,69.0,171.1,23.6,Maintain Weight,6.71,43,Swimming
24,Female,70.4,171.8,23.8,Maintain Weight,10.36,79,Elliptical
26,Female,70.2,170.5,24.1,Build Muscles,25.06,226,Deadlifts
49,Other,78.4,166.8,28.2,Lose Weight,10.74,80,Rowing
17,Male,66.5,164.4,24.6,Build Muscles,34.33,240,Dumbbell Snatches
57,Male,92.2,170.1,31.9,Lose Weight,12.83,72,Box Jumps
51,Male,85.9,183.3,25.6,Lose Weight,35.01,240,Box Jumps
49,Male,99.0,186.0,28.6,Lose Weight,14.53,83,Burpees
43,Male,119.0,182.8,35.6,Lose Weight,12.96,66,HIIT
36,Female,67.9,159.0,26.9,Lose Weight,8.38,60,Speed Skaters
48,Male,63.9,171.7,21.7,Maintain Weight,17.97,118,Yoga
30,Other,73.9,162.6,28.0,Lose Weight,6.39,38,Cycling
40,Other,64.8,165.5,23.7,Build Muscles,16.47,142,Lunges
34,Other,46.1,160.6,17.9,Gain Weight,21.01,194,Chest Flyes
49,Male,53.7,166.4,19.4,Maintain Weight,8.68,51,Stretching
34,Other,81.0,151.1,35.5,Lose Weight,18.33,155,Stair Climbing
57,Male,59.9,182.5,18.0,Gain Weight,20.76,140,Dumbbell Rows
24,Female,62.3,173.4,20.7,Maintain Weight,8.08,59,Rowing
31,Other,71.7,172.1,24.2,Build Muscles,19.01,165,Shoulder Press
47,Female,68.3,157.0,27.7,Lose Weight,24.79,224,Running
31,Other,65.3,154.8,27.2,Lose Weight,11.28,90,Mountain Climbers
55,Male,92.0,170.1,31.8,Lose Weight,12.69,71,Box Jumps
45,Female,118.9,174.6,39.0,Lose Weight,14.96,108,Swimming
40,Male,115.9,183.0,34.6,Lose Weight,9.52,41,Speed Skaters
26,Male,68.8,181.8,20.8,Maintain Weight,16.14,103,Rowing
28,Other,71.7,154.5,30.0,Lose Weight,19.81,173,Cycling
46,Female,71.1,154.3,29.8,Lose Weight,19.29,168,Sprints
54,Other,61.0,154.3,25.6,Lose Weight,4.93,28,Sprints
18,Female,70.8,163.2,26.6,Lose Weight,17.58,151,Mountain Climbers
15,Other,59.4,160.8,23.0,Maintain Weight,4.58,25,Low-Impact Aerobics
20,Female,72.0,152.4,31.0,Lose Weight,16.12,136,Jumping Jacks
56,Male,63.4,176.1,20.5,Build Muscles,28.22,195,Dumbbell Snatches
47,Male,84.3,187.8,23.9,Maintain Weight,18.82,119,Core Workouts
46,Other,72.0,159.7,28.2,Lose Weight,16.32,138,Running
19,Other,61.4,170.8,21.1,Build Muscles,15.25,131,Chin-ups
33,Other,56.2,151.7,24.4,Maintain Weight,2.47,5,Rowing
22,Other,89.6,167.6,31.9,Lose Weight,14.34,112,Mountain Climbers
34,Female,61.9,174.6,20.3,Maintain Weight,7.17,50,Balance Exercises
21,Male,46.6,167.3,16.7,Gain Weight,11.63,75,Bent-Over Rows
48,Male,67.1,174.8,22.0,Build Muscles,28.48,196,Chin-ups
41,Male,46.8,177.9,14.8,Gain Weight,9.24,57,Chest Flyes
30,Female,118.8,170.6,40.8,Lose Weight,7.26,31,Skipping
22,Male,48.3,168.9,16.9,Gain Weight,8.23,49,Bicep Curls
27,Other,57.6,156.2,23.6,Build Muscles,14.22,122,Barbell Rows
38,Other,107.1,156.9,43.5,Lose Weight,12.15,84,Cycling
41,Other,98.0,151.7,42.6,Lose Weight,24.63,212,Sprints
50,Female,72.4,164.8,26.6,Lose Weight,4.73,22,Stair Climbing
21,Other,66.9,151.7,29.1,Lose Weight,25.94,236,Rowing
41,Other,65.0,168.2,23.0,Maintain Weight,3.17,9,Light Weight Training
35,Male,73.3,189.9,20.3,Build Muscles,28.17,192,Kettlebell Swings
54,Other,72.2,165.7,26.3,Lose Weight,3.53,10,Cycling
26,Other,60.9,166.3,22.0,Maintain Weight,6.53,44,Cycling
31,Male,70.6,177.7,22.3,Maintain Weight,13.0,79,Bodyweight Exercises
41,Other,54.1,150.9,23.7,Build Muscles,22.69,208,Weighted Pull-ups
27,Male,112.6,181.3,34.2,Lose Weight,14.07,76,Rowing
55,Male,47.8,171.3,16.3,Gain Weight,12.34,80,Chest Flyes
45,Female,84.7,162.7,32.0,Lose Weight,10.66,77,Speed Skaters
46,Other,116.1,165.9,42.2,Lose Weight,4.16,1,Running
20,Other,105.8,174.7,34.7,Lose Weight,15.4,117,Rowing
19,Female,62.5,158.0,25.0,Lose Weight,12.29,101,Stair Climbing
50,Male,60.3,181.2,18.4,Gain Weight,16.64,109,Hammer Curls
15,Female,79.9,162.4,30.3,Lose Weight,13.7,109,Sprints
30,Female,65.2,153.9,27.5,Lose Weight,8.78,65,High-Knees
30,Female,46.8,155.9,19.2,Maintain Weight,10.94,93,Planks
17,Male,64.3,151.7,28.0,Lose Weight,29.72,206,Running
51,Female,69.1,150.2,30.6,Lose Weight,26.12,237,Jump Rope
49,Other,63.4,152.4,27.3,Lose Weight,23.42,212,Jumping Jacks
59,Female,61.1,161.4,23.5,Build Muscles,20.24,181,Power Cleans
33,Male,75.1,172.7,25.2,Lose Weight,16.9,107,Stair Climbing
58,Male,70.6,180.8,21.6,Maintain Weight,4.6,16,Elliptical
23,Female,73.3,153.3,31.2,Lose Weight,7.37,48,Speed Skaters
46,Other,64.1,166.6,23.1,Build Muscles,21.24,190,Barbell Rows
60,Male,57.6,187.9,16.3,Gain Weight,32.15,226,Tricep Extensions
16,Other,59.1,145.8,27.8,Lose Weight,15.57,135,High-Knees
59,Other,57.5,170.6,19.7,Build Muscles,15.01,130,Chest Dips
50,Male,72.5,183.4,21.6,Build Muscles,31.47,217,Dumbbell Snatches
59,Male,61.4,185.6,17.8,Gain Weight,30.15,210,Tricep Extensions
56,Other,53.6,154.0,22.6,Maintain Weight,13.88,120,Walking
26,Female,64.1,174.0,21.2,Maintain Weight,4.44,22,Swimming
23,Other,66.2,172.1,22.3,Maintain Weight,9.02,67,Hiking
25,Female,117.6,172.7,39.4,Lose Weight,25.12,210,Jumping Jacks
36,Male,83.4,178.4,26.2,Lose Weight,32.65,223,Jumping Jacks
16,Other,94.0,151.3,41.1,Lose Weight,7.49,42,Running
51,Other,93.1,161.2,35.8,Lose Weight,4.66,14,Running
26,Male,96.1,187.4,27.3,Lose Weight,33.23,224,Mountain Climbers
45,Female,65.6,172.6,22.0,Build Muscles,19.3,170,Squats
27,Female,62.3,159.8,24.4,Build Muscles,14.28,121,Bench Press
25,Male,57.4,181.4,17.4,Gain Weight,33.07,233,Hammer Curls
44,Other,70.2,161.2,27.0,Lose Weight,2.96,5,Box Jumps
42,Male,66.1,187.2,18.9,Build Muscles,32.31,225,Leg Press
41,Other,79.5,172.3,26.8,Lose Weight,13.18,104,Running
41,Other,101.2,156.6,41.3,Lose Weight,17.14,136,High-Knees
25,Male,50.8,169.9,17.6,Gain Weight,25.38,177,Bicep Curls
36,Female,46.9,154.5,19.7,Maintain Weight,11.84,102,Cycling
21,Other,69.8,157.5,28.1,Lose Weight,14.84,124,Stair Climbing
22,Other,60.1,173.7,19.9,Build Muscles,16.4,143,Shoulder Press
52,Other,84.4,154.7,35.3,Lose Weight,13.05,101,Running
41,Other,78.9,170.0,27.3,Lose Weight,14.86,121,Rowing
49,Other,47.0,153.1,20.1,Maintain Weight,2.25,6,Hiking
22,Male,57.0,164.0,21.2,Maintain Weight,12.26,77,Core Workouts
20,Other,111.7,167.8,39.6,Lose Weight,18.01,141,Box Jumps
51,Other,65.4,153.6,27.7,Lose Weight,20.59,183,Jumping Jacks
53,Female,72.6,167.8,25.8,Lose Weight,5.04,25,Running
41,Female,56.3,152.6,24.2,Build Muscles,16.57,146,Chest Dips
48,Other,73.7,164.6,27.2,Lose Weight,8.18,56,Cycling
21,Male,66.2,174.7,21.7,Maintain Weight,5.52,24,Light Weight Training
43,Male,68.5,181.4,20.8,Build Muscles,22.0,147,Deadlifts
17,Other,66.8,161.5,25.6,Lose Weight,5.54,32,Rowing
35,Male,58.7,165.3,21.5,Build Muscles,30.32,212,Squats
21,Male,63.8,163.7,23.8,Build Muscles,25.43,174,Chin-ups
44,Male,58.2,182.3,17.5,Gain Weight,23.1,158,Pull-ups
57,Other,117.0,155.3,48.5,Lose Weight,28.09,240,Jumping Jacks
43,Male,69.0,188.9,19.3,Maintain Weight,5.22,21,Planks
21,Male,83.8,165.6,30.6,Lose Weight,32.67,223,Sprints
53,Female,95.1,161.1,36.6,Lose Weight,7.53,42,Skipping
50,Other,59.6,150.8,26.2,Lose Weight,5.79,37,Burpees
36,Male,54.7,184.7,16.0,Gain Weight,30.32,213,Deadlifts
37,Male,57.1,187.4,16.3,Gain Weight,13.6,87,Bent-Over Rows
24,Female,109.9,156.2,45.0,Lose Weight,19.25,154,HIIT
53,Male,61.5,178.0,19.4,Build Muscles,21.22,143,Deadlifts
59,Female,115.7,167.1,41.4,Lose Weight,16.55,125,Stair Climbing
19,Male,72.5,175.6,23.5,Build Muscles,25.6,173,Lunges
57,Other,95.5,154.3,40.1,Lose Weight,15.74,124,Jump Rope
15,Female,57.2,147.6,26.3,Lose Weight,25.2,232,High-Knees
52,Male,66.5,182.1,20.1,Build Muscles,33.53,234,Lunges
50,Female,66.9,164.8,24.7,Maintain Weight,11.34,90,Walking
20,Other,69.6,150.5,30.7,Lose Weight,26.23,238,Burpees
24,Male,90.8,160.3,35.4,Lose Weight,35.05,239,Speed Skaters
26,Female,92.7,166.1,33.6,Lose Weight,9.24,60,Sprints
47,Other,71.9,169.3,25.1,Lose Weight,8.22,57,Swimming
16,Other,62.0,152.2,26.8,Lose Weight,3.77,16,Running
37,Other,73.0,160.3,28.4,Lose Weight,16.25,137,Jump Rope
34,Female,76.0,158.2,30.4,Lose Weight,4.26,16,Jump Rope
26,Other,90.2,156.7,36.7,Lose Weight,11.26,81,Box Jumps
54,Female,70.1,165.4,25.6,Lose Weight,26.45,240,Box Jumps
54,Female,58.2,155.5,24.1,Build Muscles,15.94,139,Shoulder Press
33,Male,49.8,180.4,15.3,Gain Weight,28.54,201,Dumbbell Rows
17,Other,61.9,160.4,24.1,Build Muscles,18.17,160,Leg Press
18,Other,61.2,166.8,22.0,Build Muscles,17.14,150,Lunges
35,Male,65.7,175.5,21.3,Maintain Weight,10.17,59,Hiking
19,Female,86.4,165.5,31.5,Lose Weight,15.72,127,Skipping
33,Female,101.2,155.4,41.9,Lose Weight,18.24,147,HIIT
51,Other,70.5,169.0,24.7,Build Muscles,20.87,184,Deadlifts
27,Male,58.2,169.9,20.1,Maintain Weight,2.84,6,Pilates
31,Other,66.2,156.6,27.0,Lose Weight,5.02,27,Rowing
43,Female,69.8,156.3,28.5,Lose Weight,23.94,215,Cycling
26,Male,78.2,176.9,25.0,Lose Weight,17.8,113,Stair Climbing
30,Female,80.6,164.8,29.7,Lose Weight,25.22,224,Sprints
33,Other,105.1,156.3,43.0,Lose Weight,15.68,120,Speed Skaters
56,Female,72.8,158.7,28.9,Lose Weight,8.05,55,Swimming
56,Female,53.9,157.2,21.8,Build Muscles,22.09,202,Power Cleans
24,Male,53.8,175.8,17.4,Gain Weight,17.88,120,Shrugs
48,Other,47.5,153.6,20.1,Maintain Weight,12.86,112,Bodyweight Exercises
43,Other,109.4,158.6,43.5,Lose Weight,10.73,69,Swimming
36,Female,93.0,158.4,37.0,Lose Weight,10.65,74,Sprints
15,Male,61.5,160.1,24.0,Build Muscles,28.69,199,Cable Machine Exercises
23,Female,83.0,170.5,28.5,Lose Weight,11.2,83,High-Knees
23,Other,86.8,169.8,30.1,Lose Weight,4.24,12,Running
